瘤痢,瘤痢疙,老矫,钦拌 老炼矫埃(hr)
114,盔林,2023-09-30,3.9
114,盔林,2023-10-01,10.6
114,盔林,2023-10-02,10.3
114,盔林,2023-10-03,3.0
114,盔林,2023-10-04,6.1
114,盔林,2023-10-05,10.6
114,盔林,2023-10-06,8.7
114,盔林,2023-10-07,2.5
114,盔林,2023-10-08,0.3
114,盔林,2023-10-09,2.5
114,盔林,2023-10-10,6.6
114,盔林,2023-10-11,9.7
114,盔林,2023-10-12,10.1
114,盔林,2023-10-13,3.4
114,盔林,2023-10-14,1.3
114,盔林,2023-10-15,4.1
114,盔林,2023-10-16,9.1
114,盔林,2023-10-17,10.0
114,盔林,2023-10-18,8.7
114,盔林,2023-10-19,0.0
114,盔林,2023-10-20,9.8
114,盔林,2023-10-21,7.4
114,盔林,2023-10-22,8.5
114,盔林,2023-10-23,8.2
114,盔林,2023-10-24,5.0
114,盔林,2023-10-25,6.9
114,盔林,2023-10-26,2.3
114,盔林,2023-10-27,2.5
114,盔林,2023-10-28,8.9
114,盔林,2023-10-29,9.5
114,盔林,2023-10-30,9.4
114,盔林,2023-10-31,5.9
114,盔林,2023-11-01,0.0
114,盔林,2023-11-02,8.2
114,盔林,2023-11-03,4.3
114,盔林,2023-11-04,0.1
114,盔林,2023-11-05,1.8
114,盔林,2023-11-06,2.0
114,盔林,2023-11-07,9.2
114,盔林,2023-11-08,9.2
114,盔林,2023-11-09,3.8
114,盔林,2023-11-10,8.5
114,盔林,2023-11-11,6.7
114,盔林,2023-11-12,9.4
114,盔林,2023-11-13,9.2
114,盔林,2023-11-14,9.1
114,盔林,2023-11-15,9.0
114,盔林,2023-11-16,0.0
114,盔林,2023-11-17,4.6
114,盔林,2023-11-18,8.9
114,盔林,2023-11-19,3.6
114,盔林,2023-11-20,9.0
114,盔林,2023-11-21,8.9
114,盔林,2023-11-22,8.5
114,盔林,2023-11-23,7.8
114,盔林,2023-11-24,8.7
114,盔林,2023-11-25,8.9
114,盔林,2023-11-26,3.2
114,盔林,2023-11-27,0.0
114,盔林,2023-11-28,6.0
114,盔林,2023-11-29,4.5
114,盔林,2023-11-30,8.7
114,盔林,2023-12-01,8.7
114,盔林,2023-12-02,2.4
114,盔林,2023-12-03,8.7
114,盔林,2023-12-04,8.7
114,盔林,2023-12-05,7.9
114,盔林,2023-12-06,0.0
114,盔林,2023-12-07,7.2
114,盔林,2023-12-08,7.6
114,盔林,2023-12-09,3.1
114,盔林,2023-12-10,4.6
114,盔林,2023-12-11,0.0
114,盔林,2023-12-12,2.5
114,盔林,2023-12-13,5.9
114,盔林,2023-12-14,0.0
114,盔林,2023-12-15,0.0
114,盔林,2023-12-16,2.5
114,盔林,2023-12-17,8.7
114,盔林,2023-12-18,3.5
114,盔林,2023-12-19,4.0
114,盔林,2023-12-20,6.2
114,盔林,2023-12-21,8.6
114,盔林,2023-12-22,8.7
114,盔林,2023-12-23,8.7
114,盔林,2023-12-24,4.8
114,盔林,2023-12-25,0.2
114,盔林,2023-12-26,4.9
114,盔林,2023-12-27,8.4
114,盔林,2023-12-28,7.5
114,盔林,2023-12-29,8.3
114,盔林,2023-12-30,0.0
114,盔林,2023-12-31,0.0
114,盔林,2024-01-01,2.4
